POP,HP,REG,regHP,SAMPLE,LANE,READ1,READ2
CHSK,CH,West,WestCH,P12002_101,S13_L002,../../../data/WGS/rawdata/P12002/P12002_101/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_101_S13_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_101/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_101_S13_L002_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_101,S13_L005,../../../data/WGS/rawdata/P12002/P12002_101/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_101_S13_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_101/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_101_S13_L005_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_101,S13_L008,../../../data/WGS/rawdata/P12002/P12002_101/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_101_S13_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_101/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_101_S13_L008_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_102,S46_L003,../../../data/WGS/rawdata/P12002/P12002_102/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_102_S46_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_102/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_102_S46_L003_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_102,S46_L006,../../../data/WGS/rawdata/P12002/P12002_102/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_102_S46_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_102/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_102_S46_L006_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_102,S1_L001,../../../data/WGS/rawdata/P12002/P12002_102/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_102_S1_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_102/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_102_S1_L001_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_103,S80_L004,../../../data/WGS/rawdata/P12002/P12002_103/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_103_S80_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_103/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_103_S80_L004_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_103,S80_L007,../../../data/WGS/rawdata/P12002/P12002_103/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_103_S80_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_103/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_103_S80_L007_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_103,S35_L002,../../../data/WGS/rawdata/P12002/P12002_103/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_103_S35_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_103/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_103_S35_L002_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_104,S14_L002,../../../data/WGS/rawdata/P12002/P12002_104/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_104_S14_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_104/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_104_S14_L002_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_104,S14_L005,../../../data/WGS/rawdata/P12002/P12002_104/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_104_S14_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_104/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_104_S14_L005_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_104,S14_L008,../../../data/WGS/rawdata/P12002/P12002_104/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_104_S14_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_104/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_104_S14_L008_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_105,S47_L003,../../../data/WGS/rawdata/P12002/P12002_105/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_105_S47_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_105/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_105_S47_L003_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_105,S47_L006,../../../data/WGS/rawdata/P12002/P12002_105/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_105_S47_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_105/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_105_S47_L006_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_105,S2_L001,../../../data/WGS/rawdata/P12002/P12002_105/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_105_S2_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_105/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_105_S2_L001_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_106,S81_L004,../../../data/WGS/rawdata/P12002/P12002_106/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_106_S81_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_106/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_106_S81_L004_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_106,S81_L007,../../../data/WGS/rawdata/P12002/P12002_106/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_106_S81_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_106/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_106_S81_L007_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_106,S36_L002,../../../data/WGS/rawdata/P12002/P12002_106/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_106_S36_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_106/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_106_S36_L002_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_107,S15_L002,../../../data/WGS/rawdata/P12002/P12002_107/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_107_S15_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_107/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_107_S15_L002_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_107,S15_L005,../../../data/WGS/rawdata/P12002/P12002_107/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_107_S15_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_107/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_107_S15_L005_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_107,S15_L008,../../../data/WGS/rawdata/P12002/P12002_107/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_107_S15_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_107/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_107_S15_L008_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_108,S48_L003,../../../data/WGS/rawdata/P12002/P12002_108/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_108_S48_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_108/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_108_S48_L003_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_108,S48_L006,../../../data/WGS/rawdata/P12002/P12002_108/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_108_S48_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_108/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_108_S48_L006_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_108,S3_L001,../../../data/WGS/rawdata/P12002/P12002_108/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_108_S3_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_108/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_108_S3_L001_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_109,S82_L004,../../../data/WGS/rawdata/P12002/P12002_109/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_109_S82_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_109/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_109_S82_L004_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_109,S82_L007,../../../data/WGS/rawdata/P12002/P12002_109/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_109_S82_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_109/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_109_S82_L007_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_109,S37_L002,../../../data/WGS/rawdata/P12002/P12002_109/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_109_S37_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_109/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_109_S37_L002_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_110,S16_L002,../../../data/WGS/rawdata/P12002/P12002_110/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_110_S16_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_110/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_110_S16_L002_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_110,S16_L005,../../../data/WGS/rawdata/P12002/P12002_110/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_110_S16_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_110/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_110_S16_L005_R2_001.fastq.gz
CHSK,CH,West,WestCH,P12002_110,S16_L008,../../../data/WGS/rawdata/P12002/P12002_110/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_110_S16_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_110/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_110_S16_L008_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_111,S49_L003,../../../data/WGS/rawdata/P12002/P12002_111/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_111_S49_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_111/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_111_S49_L003_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_111,S49_L006,../../../data/WGS/rawdata/P12002/P12002_111/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_111_S49_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_111/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_111_S49_L006_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_111,S4_L001,../../../data/WGS/rawdata/P12002/P12002_111/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_111_S4_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_111/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_111_S4_L001_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_112,S83_L004,../../../data/WGS/rawdata/P12002/P12002_112/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_112_S83_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_112/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_112_S83_L004_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_112,S83_L007,../../../data/WGS/rawdata/P12002/P12002_112/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_112_S83_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_112/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_112_S83_L007_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_112,S38_L002,../../../data/WGS/rawdata/P12002/P12002_112/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_112_S38_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_112/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_112_S38_L002_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_113,S17_L002,../../../data/WGS/rawdata/P12002/P12002_113/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_113_S17_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_113/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_113_S17_L002_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_113,S17_L005,../../../data/WGS/rawdata/P12002/P12002_113/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_113_S17_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_113/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_113_S17_L005_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_113,S17_L008,../../../data/WGS/rawdata/P12002/P12002_113/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_113_S17_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_113/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_113_S17_L008_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_114,S50_L003,../../../data/WGS/rawdata/P12002/P12002_114/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_114_S50_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_114/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_114_S50_L003_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_114,S50_L006,../../../data/WGS/rawdata/P12002/P12002_114/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_114_S50_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_114/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_114_S50_L006_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_114,S5_L001,../../../data/WGS/rawdata/P12002/P12002_114/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_114_S5_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_114/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_114_S5_L001_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_115,S84_L004,../../../data/WGS/rawdata/P12002/P12002_115/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_115_S84_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_115/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_115_S84_L004_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_115,S84_L007,../../../data/WGS/rawdata/P12002/P12002_115/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_115_S84_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_115/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_115_S84_L007_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_115,S39_L002,../../../data/WGS/rawdata/P12002/P12002_115/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_115_S39_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_115/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_115_S39_L002_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_116,S18_L002,../../../data/WGS/rawdata/P12002/P12002_116/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_116_S18_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_116/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_116_S18_L002_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_116,S18_L005,../../../data/WGS/rawdata/P12002/P12002_116/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_116_S18_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_116/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_116_S18_L005_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_116,S18_L008,../../../data/WGS/rawdata/P12002/P12002_116/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_116_S18_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_116/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_116_S18_L008_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_117,S51_L003,../../../data/WGS/rawdata/P12002/P12002_117/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_117_S51_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_117/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_117_S51_L003_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_117,S51_L006,../../../data/WGS/rawdata/P12002/P12002_117/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_117_S51_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_117/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_117_S51_L006_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_117,S6_L001,../../../data/WGS/rawdata/P12002/P12002_117/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_117_S6_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_117/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_117_S6_L001_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_119,S19_L002,../../../data/WGS/rawdata/P12002/P12002_119/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_119_S19_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_119/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_119_S19_L002_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_119,S19_L005,../../../data/WGS/rawdata/P12002/P12002_119/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_119_S19_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_119/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_119_S19_L005_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_119,S19_L008,../../../data/WGS/rawdata/P12002/P12002_119/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_119_S19_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_119/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_119_S19_L008_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_121,S86_L004,../../../data/WGS/rawdata/P12002/P12002_121/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_121_S86_L004_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_121/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_121_S86_L004_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_121,S86_L007,../../../data/WGS/rawdata/P12002/P12002_121/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_121_S86_L007_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_121/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_121_S86_L007_R2_001.fastq.gz
CHST,CH,West,WestCH,P12002_121,S41_L002,../../../data/WGS/rawdata/P12002/P12002_121/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_121_S41_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_121/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_121_S41_L002_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_122,S20_L002,../../../data/WGS/rawdata/P12002/P12002_122/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_122_S20_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_122/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_122_S20_L002_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_122,S20_L005,../../../data/WGS/rawdata/P12002/P12002_122/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_122_S20_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_122/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_122_S20_L005_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_122,S20_L008,../../../data/WGS/rawdata/P12002/P12002_122/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_122_S20_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_122/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_122_S20_L008_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_123,S53_L003,../../../data/WGS/rawdata/P12002/P12002_123/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_123_S53_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_123/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_123_S53_L003_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_123,S53_L006,../../../data/WGS/rawdata/P12002/P12002_123/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_123_S53_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_123/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_123_S53_L006_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_123,S8_L001,../../../data/WGS/rawdata/P12002/P12002_123/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_123_S8_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_123/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_123_S8_L001_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_125,S21_L002,../../../data/WGS/rawdata/P12002/P12002_125/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_125_S21_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_125/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_125_S21_L002_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_125,S21_L005,../../../data/WGS/rawdata/P12002/P12002_125/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_125_S21_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_125/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_125_S21_L005_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_125,S21_L008,../../../data/WGS/rawdata/P12002/P12002_125/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_125_S21_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_125/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_125_S21_L008_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_126,S54_L003,../../../data/WGS/rawdata/P12002/P12002_126/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_126_S54_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_126/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_126_S54_L003_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_126,S54_L006,../../../data/WGS/rawdata/P12002/P12002_126/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_126_S54_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_126/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_126_S54_L006_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_126,S9_L001,../../../data/WGS/rawdata/P12002/P12002_126/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_126_S9_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_126/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_126_S9_L001_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_128,S22_L002,../../../data/WGS/rawdata/P12002/P12002_128/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_128_S22_L002_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_128/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_128_S22_L002_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_128,S22_L005,../../../data/WGS/rawdata/P12002/P12002_128/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_128_S22_L005_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_128/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_128_S22_L005_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_128,S22_L008,../../../data/WGS/rawdata/P12002/P12002_128/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_128_S22_L008_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_128/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_128_S22_L008_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_129,S55_L003,../../../data/WGS/rawdata/P12002/P12002_129/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_129_S55_L003_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_129/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_129_S55_L003_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_129,S55_L006,../../../data/WGS/rawdata/P12002/P12002_129/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_129_S55_L006_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_129/02-FASTQ/190111_ST-E00214_0275_AHWLHMCCXY/P12002_129_S55_L006_R2_001.fastq.gz
CHFI,CH,East,EastCH,P12002_129,S10_L001,../../../data/WGS/rawdata/P12002/P12002_129/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_129_S10_L001_R1_001.fastq.gz,../../../data/WGS/rawdata/P12002/P12002_129/02-FASTQ/190111_ST-E00214_0276_BHWL33CCXY/P12002_129_S10_L001_R2_001.fastq.gz
