task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	9f/4d4c18	1471382	FASTQC_RAW (P12002_101_S13_L005_R1_001)	COMPLETED	0	2025-05-19 23:51:11.941	2m 1s	2m 1s	89.9%	720.5 MB	4.4 GB	1.3 GB	1.7 MB
13	2b/2e799f	1471314	FASTQC_RAW (P12002_101_S13_L002_R2_001)	COMPLETED	0	2025-05-19 23:51:11.929	2m 2s	2m 2s	88.9%	724.1 MB	4.3 GB	1.4 GB	1.8 MB
10	f4/00f964	1471645	FASTQC_RAW (P12002_101_S13_L002_R1_001)	COMPLETED	0	2025-05-19 23:51:11.983	2m 3s	2m 3s	88.4%	722.1 MB	4.3 GB	1.3 GB	1.8 MB
14	43/897bb1	1471734	FASTQC_RAW (P12002_101_S13_L005_R2_001)	COMPLETED	0	2025-05-19 23:51:11.992	2m 5s	2m 5s	89.5%	777.4 MB	4.4 GB	1.3 GB	1.8 MB
31	2e/325b0d	1515792	MULTIQC_RAW (multiqc)	COMPLETED	0	2025-05-19 23:53:17.075	3.3s	2.9s	355.2%	96.2 MB	17.2 GB	48.9 MB	18.9 MB
20	fd/d670f1	1500967	FASTQC_TRIM (P12002_145_S94_L007_R1_trimmed)	COMPLETED	0	2025-05-19 23:52:52.642	1m 20s	1m 20s	101.0%	723.9 MB	4.3 GB	970.5 MB	1.8 MB
21	82/8aa644	1500975	FASTQC_TRIM (P12002_145_S94_L007_R2_trimmed)	COMPLETED	0	2025-05-19 23:52:52.652	1m 20s	1m 20s	101.2%	719.8 MB	4.3 GB	1017.6 MB	1.8 MB
23	fd/43e30d	1501747	FASTQC_TRIM (P12002_101_S13_L008_R2_trimmed)	COMPLETED	0	2025-05-19 23:52:54.824	1m 25s	1m 25s	102.3%	715.8 MB	4.4 GB	1.1 GB	1.8 MB
22	4f/3d25f7	1501758	FASTQC_TRIM (P12002_101_S13_L008_R1_trimmed)	COMPLETED	0	2025-05-19 23:52:54.836	1m 26s	1m 26s	102.1%	711.8 MB	4.2 GB	1 GB	1.8 MB
24	9a/7eabae	1503847	FASTQC_TRIM (P12002_145_S94_L004_R1_trimmed)	COMPLETED	0	2025-05-19 23:52:57.026	1m 26s	1m 26s	101.8%	722.3 MB	4.3 GB	1 GB	1.8 MB
25	87/5bd2bd	1503837	FASTQC_TRIM (P12002_145_S94_L004_R2_trimmed)	COMPLETED	0	2025-05-19 23:52:57.016	1m 26s	1m 26s	101.3%	715.9 MB	4.3 GB	1.1 GB	1.8 MB
27	07/53c558	1508195	FASTQC_TRIM (P12002_101_S13_L005_R2_trimmed)	COMPLETED	0	2025-05-19 23:53:04.194	1m 33s	1m 33s	101.0%	728.2 MB	4.4 GB	1.2 GB	1.8 MB
26	bf/45aa83	1508179	FASTQC_TRIM (P12002_101_S13_L005_R1_trimmed)	COMPLETED	0	2025-05-19 23:53:04.184	1m 34s	1m 34s	101.6%	778.9 MB	4.3 GB	1.1 GB	1.7 MB
28	9e/b652c1	1511304	FASTQC_TRIM (P12002_101_S13_L002_R1_trimmed)	COMPLETED	0	2025-05-19 23:53:09.693	1m 30s	1m 30s	102.4%	715.6 MB	4.4 GB	1.1 GB	1.7 MB
29	31/2a6f70	1511316	FASTQC_TRIM (P12002_101_S13_L002_R2_trimmed)	COMPLETED	0	2025-05-19 23:53:09.707	1m 31s	1m 31s	101.5%	709.2 MB	4.3 GB	1.2 GB	1.8 MB
32	20/6a5fcf	1530093	MULTIQC_TRIM (multiqc)	COMPLETED	0	2025-05-19 23:54:40.763	3.2s	2.8s	357.4%	90.2 MB	17.2 GB	48.7 MB	18.6 MB
7	7f/124016	1471179	FASTQC_CCS (pt_042_001_cell2)	COMPLETED	0	2025-05-19 23:51:11.898	17m 13s	17m 13s	98.1%	906.5 MB	4.1 GB	20.4 GB	1.9 MB
5	88/be0ebb	1471470	FASTQC_CCS (pt_042_001_cell1)	COMPLETED	0	2025-05-19 23:51:11.952	18m 25s	18m 25s	98.2%	893.7 MB	4.2 GB	20.1 GB	1.9 MB
3	51/d00e38	1471105	FASTQC_CCS (pt_042_001_cell3)	COMPLETED	0	2025-05-19 23:51:11.877	20m 46s	20m 46s	98.4%	894.2 MB	4.1 GB	23.4 GB	1.9 MB
33	a5/58bd13	1554074	MULTIQC_CCS (multiqc)	COMPLETED	0	2025-05-20 00:11:58.249	3s	2.5s	383.2%	96.3 MB	17.2 GB	41.7 MB	18 MB
1	93/274878	1471002	BWA_INDEX_CONT_REF (competitive-ref)	COMPLETED	0	2025-05-19 23:51:11.827	6h 43m 53s	6h 43m 53s	98.2%	20.2 GB	20.3 GB	35.2 GB	37.2 GB
38	fe/8ab41c	1627941	DECON_SR (P12002_101_S13_L002)	FAILED	1	2025-05-20 06:35:04.846	394ms	387ms	-	-	-	-	-
34	d7/ce2a42	1627969	DECON_SR (P12002_145_S94_L007)	FAILED	1	2025-05-20 06:35:04.870	371ms	286ms	-	-	-	-	-
35	3c/1cfaea	1628012	DECON_SR (P12002_101_S13_L008)	FAILED	1	2025-05-20 06:35:04.893	349ms	286ms	-	-	-	-	-
37	9f/1c44cf	1627950	DECON_SR (P12002_101_S13_L005)	FAILED	1	2025-05-20 06:35:04.858	384ms	289ms	-	-	-	-	-
36	b2/076a1c	1628038	DECON_SR (P12002_145_S94_L004)	ABORTED	-	2025-05-20 06:35:04.904	-	-	-	-	-	-	-
