task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
4	86/57e80b	2460310	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_CCS (pt_042_cell1)	CACHED	0	2025-05-22 13:13:38.849	20m 59s	20m 59s	88.8%	893.4 MB	4.2 GB	20.1 GB	1.9 MB
2	b3/a72e8e	2364170	STAM_PIPELINE:QC_PREPROCESSING:TRIM (P12002_101_S13_L002)	CACHED	0	2025-05-22 12:41:44.291	1m 52s	1m 52s	453.1%	4.4 GB	4.8 GB	2.7 GB	2.2 GB
16	98/694231	2364355	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_RAW (P12002_145_S94_L004)	CACHED	0	2025-05-22 12:41:44.348	1m 38s	1m 38s	102.2%	716.6 MB	4.3 GB	1.2 GB	1.7 MB
26	c1/ada31c	2364644	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_TRIM (P12002_145_S94_L004)	CACHED	0	2025-05-22 12:41:44.396	1m 32s	1m 32s	96.1%	719.3 MB	4.4 GB	1 GB	1.8 MB
27	91/92301d	2364672	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_TRIM (P12002_145_S94_L004)	CACHED	0	2025-05-22 12:41:44.400	1m 32s	1m 32s	98.8%	721.3 MB	4.4 GB	1.1 GB	1.8 MB
23	97/d0f752	2460479	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_TRIM (P12002_101_S13_L008)	CACHED	0	2025-05-22 13:13:38.909	1m 27s	1m 27s	101.7%	721.1 MB	4.3 GB	1.1 GB	1.8 MB
20	8e/7a93d6	2460409	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_TRIM (P12002_101_S13_L002)	CACHED	0	2025-05-22 13:13:38.893	1m 31s	1m 31s	102.2%	704.1 MB	4.3 GB	1.1 GB	1.7 MB
25	32/6ee42d	2460453	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_TRIM (P12002_145_S94_L007)	CACHED	0	2025-05-22 13:13:38.903	1m 18s	1m 18s	102.4%	783.4 MB	4.4 GB	1017.5 MB	1.8 MB
22	f8/cf1ba5	2460506	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_TRIM (P12002_101_S13_L008)	CACHED	0	2025-05-22 13:13:38.914	1m 23s	1m 23s	102.8%	793.4 MB	4.3 GB	1 GB	1.8 MB
24	ac/d357ed	2460433	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_TRIM (P12002_145_S94_L007)	CACHED	0	2025-05-22 13:13:38.899	1m 20s	1m 20s	102.1%	720.1 MB	4.4 GB	970.4 MB	1.8 MB
21	6c/54ed8b	2460531	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_TRIM (P12002_101_S13_L002)	CACHED	0	2025-05-22 13:13:38.919	1m 30s	1m 30s	101.9%	713.7 MB	4.3 GB	1.2 GB	1.8 MB
28	73/31b06a	2460369	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_TRIM (P12002_101_S13_L005)	CACHED	0	2025-05-22 13:13:38.880	1m 31s	1m 31s	101.5%	711.9 MB	4.3 GB	1.1 GB	1.7 MB
29	f7/9124b0	2460389	STAM_PIPELINE:QC_PREPROCESSING:FASTQC_TRIM (P12002_101_S13_L005)	CACHED	0	2025-05-22 13:13:38.887	1m 32s	1m 32s	100.9%	707.3 MB	4.3 GB	1.2 GB	1.8 MB
33	51/5971c8	2508577	STAM_PIPELINE:QC_PREPROCESSING:MULTIQC_CCS (multiqc)	CACHED	0	2025-05-22 13:38:15.381	3.2s	2.7s	532.8%	90.3 MB	17.2 GB	41.7 MB	18 MB
31	a6/850e30	2460653	STAM_PIPELINE:QC_PREPROCESSING:MULTIQC_FASTP (multiqc)	CACHED	0	2025-05-22 13:13:38.940	3.3s	2.8s	302.8%	94.2 MB	17.2 GB	43.9 MB	26.4 MB
34	1b/3447c3	2481611	STAM_PIPELINE:QC_PREPROCESSING:MULTIQC_TRIM (multiqc)	CACHED	0	2025-05-22 13:15:11.018	3.2s	2.7s	486.7%	96.4 MB	17.2 GB	48.7 MB	18.6 MB
32	8a/c304e3	2460626	STAM_PIPELINE:QC_PREPROCESSING:MULTIQC_RAW (multiqc)	CACHED	0	2025-05-22 13:13:38.935	3.3s	2.8s	241.9%	92.3 MB	17.2 GB	48.9 MB	18.9 MB
30	e9/3a36c1	2515164	STAM_PIPELINE:QC_PREPROCESSING:DECON_SR (P12002_101_S13_L002)	ABORTED	-	2025-05-22 14:11:24.117	-	-	-	-	-	-	-
