task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	37/5242fc	1203817	FASTQC_RAW (P12002_101_S13_L005_R1_001)	COMPLETED	0	2025-05-19 11:44:07.199	2m	2m	90.1%	757.9 MB	4.3 GB	1.3 GB	1.7 MB
12	a9/8485cb	1203889	FASTQC_RAW (P12002_101_S13_L002_R2_001)	COMPLETED	0	2025-05-19 11:44:07.220	2m 2s	2m 2s	89.6%	726.5 MB	4.3 GB	1.4 GB	1.8 MB
30	a9/33e311	1247195	MULTIQC_RAW (multiqc)	COMPLETED	0	2025-05-19 11:46:09.284	3.2s	2.8s	355.8%	92.2 MB	17.2 GB	48.9 MB	18.9 MB
21	fa/88878f	1235279	FASTQC_TRIM (P12002_145_S94_L007_R1_trimmed)	COMPLETED	0	2025-05-19 11:45:51.680	1m 18s	1m 18s	101.8%	786 MB	4.2 GB	970.5 MB	1.7 MB
22	b7/630154	1235289	FASTQC_TRIM (P12002_145_S94_L007_R2_trimmed)	COMPLETED	0	2025-05-19 11:45:51.688	1m 19s	1m 19s	101.6%	787 MB	4.3 GB	1017.6 MB	1.8 MB
20	d3/54bdc3	1233984	FASTQC_TRIM (P12002_145_S94_L004_R2_trimmed)	COMPLETED	0	2025-05-19 11:45:50.457	1m 26s	1m 26s	101.7%	721.8 MB	4.3 GB	1.1 GB	1.8 MB
19	3f/c02cd2	1233994	FASTQC_TRIM (P12002_145_S94_L004_R1_trimmed)	COMPLETED	0	2025-05-19 11:45:50.479	1m 26s	1m 26s	101.9%	719.3 MB	4.4 GB	1 GB	1.7 MB
28	7b/e36905	1239601	FASTQC_TRIM (P12002_101_S13_L008_R2_trimmed)	COMPLETED	0	2025-05-19 11:45:58.262	1m 25s	1m 25s	101.9%	718 MB	4.3 GB	1.1 GB	1.8 MB
27	f3/a8a472	1239588	FASTQC_TRIM (P12002_101_S13_L008_R1_trimmed)	COMPLETED	0	2025-05-19 11:45:58.257	1m 26s	1m 26s	101.6%	715.6 MB	4.3 GB	1 GB	1.8 MB
23	ec/6237b2	1238443	FASTQC_TRIM (P12002_101_S13_L002_R1_trimmed)	COMPLETED	0	2025-05-19 11:45:57.243	1m 28s	1m 28s	102.3%	713.3 MB	4.4 GB	1.1 GB	1.7 MB
24	c3/3c5712	1238435	FASTQC_TRIM (P12002_101_S13_L002_R2_trimmed)	COMPLETED	0	2025-05-19 11:45:57.237	1m 33s	1m 33s	101.9%	709.3 MB	4.4 GB	1.2 GB	1.8 MB
25	c4/42414f	1238995	FASTQC_TRIM (P12002_101_S13_L005_R1_trimmed)	COMPLETED	0	2025-05-19 11:45:57.692	1m 33s	1m 33s	101.6%	708 MB	4.3 GB	1.1 GB	1.7 MB
26	11/fef571	1239005	FASTQC_TRIM (P12002_101_S13_L005_R2_trimmed)	COMPLETED	0	2025-05-19 11:45:57.698	1m 33s	1m 33s	101.9%	711.8 MB	4.3 GB	1.2 GB	1.8 MB
31	db/6b9efa	1260263	MULTIQC_TRIM (multiqc)	COMPLETED	0	2025-05-19 11:47:30.801	3.2s	2.8s	377.2%	94.2 MB	17.2 GB	48.7 MB	18.6 MB
3	44/f31a41	1203975	FASTQC_CCS (pt_042_001_cell1)	COMPLETED	0	2025-05-19 11:44:07.235	17m 40s	17m 40s	98.4%	891.8 MB	4.2 GB	20.1 GB	1.9 MB
5	92/bd140a	1204006	FASTQC_CCS (pt_042_001_cell2)	COMPLETED	0	2025-05-19 11:44:07.240	17m 41s	17m 41s	98.2%	880 MB	4.2 GB	20.4 GB	1.9 MB
1	51/deecab	1203849	FASTQC_CCS (pt_042_001_cell3)	COMPLETED	0	2025-05-19 11:44:07.209	21m 10s	21m 10s	98.4%	892.2 MB	4.1 GB	23.4 GB	1.9 MB
32	74/e90f39	1280912	MULTIQC_CCS (multiqc)	COMPLETED	0	2025-05-19 12:05:17.638	3.1s	2.7s	396.1%	90.2 MB	17.2 GB	41.7 MB	18 MB
